objectid,reporter,RecOwner,SciName,ComName,Nativity,OccStatus,Status,ObsDate,DateEnt,DateUp,Location,Latitude,Longitude,Datum,Method,CoordAcc,DataType,Centroid,Abundance,InfestAcre,GrossAcre,Percentcov,Density,APPXQuant,NumCollect,Smallest,Largest,Incidence,Severity,Host,Host_Name,HostPheno,HostDamage,ManageStat,PopStat,Habitat,LocalOwner,Site,RecBasis,Museum,MuseumRec,Voucher,ObsIDer,CollectTme,UUID,OrgSrcID,OrigName,RecSrcTyp,Surveyor,DateAcc,VisitType,DataMthd,TrapType,NumTraps,TargetName,TargetCnt,TargetRnge,Phenology,LifeStatus,Sex,PID,WaterName,WaterType,Substrate,TreatArea,PlantTreat,TreatComm,Reference,Locality,Comments,ReviewDate,Reviewer,VerifyMthd,Verified,IDCred,ReviewComm
249781,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Sangamon, Illinois, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville",,,,,,Verified,,
250022,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Tolland, Connecticut, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Magee, D. Flora of New England. Unpublished and undated",,,,,,Verified,,
250309,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Strafford, New Hampshire, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Magee, D. Flora of New England. Unpublished and undated",,,,,,Verified,,
253075,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Taos, New Mexico, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Specimen located at University of New Mexico (Albuquerque, NM)",,,,,,Verified,,
254377,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Franklin, Pennsylvania, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Rhoads, A.F., and W.M. Klein, Jr. 1993. The vascular flora of Pennsylvania. Annotated checklist and atlas. American Philosophical Society, Philadelphia",,,,,,Verified,,
254386,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Philadelphia, Pennsylvania, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Rhoads, A.F., and W.M. Klein, Jr. 1993. The vascular flora of Pennsylvania. Annotated checklist and atlas. American Philosophical Society, Philadelphia",,,,,,Verified,,
256219,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Trempealeau, Wisconsin, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,University of Wisconsin. Wisconsin vascular plants ( http://wiscinfo.doit.wisc.edu/herbarium/). Wisconsin State Herbarium: University of Wisconsin - Madison,,,,,,Verified,,
257123,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Belknap, New Hampshire, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Magee, D. Flora of New England. Unpublished and undated",,,,,,Verified,,
263196,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"New London, Connecticut, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Magee, D. Flora of New England. Unpublished and undated",,,,,,Verified,,
264375,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Ingham, Michigan, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Voss, E.G. 1985. Michigan flora. Cranbrook Institute of Science, Bloomfield Hills",,,,,,Verified,,
268625,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Otsego, New York, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"New York Flora Association. 1990. Preliminary vouchered atlas of New York State flora, ed. 1. New York State Museum Institute, Albany",,,,,,Verified,,
272857,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Cheshire, New Hampshire, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Magee, D. Flora of New England. Unpublished and undated",,,,,,Verified,,
275420,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Kane, Illinois, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville",,,,,,Verified,,
276863,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Kent, Rhode Island, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Magee, D. Flora of New England. Unpublished and undated",,,,,,Verified,,
278528,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Rutland, Vermont, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Magee, D. Flora of New England. Unpublished and undated",,,,,,Verified,,
280271,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Putnam, Missouri, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Weber, W.R., and W.T. Corcoran. 1993. Atlas of Missouri vascular plants. Unpublished. Southwest Missouri State University and the Missouri Native Plant Society",,,,,,Verified,,
280922,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Bannock, Idaho, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Rice, P. INVADERS database (http://invader.dbs.umt.edu/)",,,,,,Verified,,
281133,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Marinette, Wisconsin, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,University of Wisconsin. Wisconsin vascular plants ( http://wiscinfo.doit.wisc.edu/herbarium/). Wisconsin State Herbarium: University of Wisconsin - Madison,,,,,,Verified,,
281644,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Sheboygan, Wisconsin, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,University of Wisconsin. Wisconsin vascular plants ( http://wiscinfo.doit.wisc.edu/herbarium/). Wisconsin State Herbarium: University of Wisconsin - Madison,,,,,,Verified,,
284338,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Jefferson, Wisconsin, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,University of Wisconsin. Wisconsin vascular plants ( http://wiscinfo.doit.wisc.edu/herbarium/). Wisconsin State Herbarium: University of Wisconsin - Madison,,,,,,Verified,,
285541,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Androscoggin, Maine, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Magee, D. Flora of New England. Unpublished and undated",,,,,,Verified,,
285939,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Dukes, Massachusetts, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Magee, D. Flora of New England. Unpublished and undated",,,,,,Verified,,
286515,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Suffolk, Massachusetts, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Magee, D. Flora of New England. Unpublished and undated",,,,,,Verified,,
288455,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Litchfield, Connecticut, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Magee, D. Flora of New England. Unpublished and undated",,,,,,Verified,,
289887,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Providence, Rhode Island, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Magee, D. Flora of New England. Unpublished and undated",,,,,,Verified,,
290821,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Lake, Illinois, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville",,,,,,Verified,,
291330,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Columbia, New York, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"New York Flora Association. 1990. Preliminary vouchered atlas of New York State flora, ed. 1. New York State Museum Institute, Albany",,,,,,Verified,,
291897,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Fairfield, Connecticut, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Magee, D. Flora of New England. Unpublished and undated",,,,,,Verified,,
292053,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Warren, Pennsylvania, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Rhoads, A.F., and W.M. Klein, Jr. 1993. The vascular flora of Pennsylvania. Annotated checklist and atlas. American Philosophical Society, Philadelphia",,,,,,Verified,,
293601,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Winnebago, Illinois, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville",,,,,,Verified,,
294216,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Marion, Missouri, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Weber, W.R., and W.T. Corcoran. 1993. Atlas of Missouri vascular plants. Unpublished. Southwest Missouri State University and the Missouri Native Plant Society",,,,,,Verified,,
295936,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Oxford, Maine, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Magee, D. Flora of New England. Unpublished and undated",,,,,,Verified,,
296440,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Chemung, New York, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"New York Flora Association. 1990. Preliminary vouchered atlas of New York State flora, ed. 1. New York State Museum Institute, Albany",,,,,,Verified,,
298169,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Ogle, Illinois, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville",,,,,,Verified,,
298860,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Waukesha, Wisconsin, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,University of Wisconsin. Wisconsin vascular plants ( http://wiscinfo.doit.wisc.edu/herbarium/). Wisconsin State Herbarium: University of Wisconsin - Madison,,,,,,Verified,,
298896,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Middlesex, New Jersey, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Hough, M.Y. 1978. New Jersey Wild Plants. Harmony Press, Harmony",,,,,,Verified,,
300378,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Delaware, Pennsylvania, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Rhoads, A.F., and W.M. Klein, Jr. 1993. The vascular flora of Pennsylvania. Annotated checklist and atlas. American Philosophical Society, Philadelphia",,,,,,Verified,,
302521,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Bergen, New Jersey, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Hough, M.Y. 1978. New Jersey Wild Plants. Harmony Press, Harmony",,,,,,Verified,,
303593,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Blair, Pennsylvania, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Rhoads, A.F., and W.M. Klein, Jr. 1993. The vascular flora of Pennsylvania. Annotated checklist and atlas. American Philosophical Society, Philadelphia",,,,,,Verified,,
304124,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Rockland, New York, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Clemants, Steven. Personal communication",,,,,,Verified,,
307671,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Hampshire, Massachusetts, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Magee, D. Flora of New England. Unpublished and undated",,,,,,Verified,,
310204,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Lancaster, Pennsylvania, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Rhoads, A.F., and W.M. Klein, Jr. 1993. The vascular flora of Pennsylvania. Annotated checklist and atlas. American Philosophical Society, Philadelphia",,,,,,Verified,,
312560,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Monmouth, New Jersey, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Hough, M.Y. 1978. New Jersey Wild Plants. Harmony Press, Harmony",,,,,,Verified,,
313031,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Delaware, New York, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"New York Flora Association. 1990. Preliminary vouchered atlas of New York State flora, ed. 1. New York State Museum Institute, Albany",,,,,,Verified,,
313116,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Ashland, Wisconsin, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,University of Wisconsin. Wisconsin vascular plants ( http://wiscinfo.doit.wisc.edu/herbarium/). Wisconsin State Herbarium: University of Wisconsin - Madison,,,,,,Verified,,
313350,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Randolph, West Virginia, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,West Virginia county level data,,,,,,Verified,,
314380,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Bristol, Rhode Island, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Magee, D. Flora of New England. Unpublished and undated",,,,,,Verified,,
315041,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Windsor, Vermont, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Magee, D. Flora of New England. Unpublished and undated",,,,,,Verified,,
318240,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Boulder, Colorado, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Hogan, Tim. Personal communication",,,,,,Verified,,
322295,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Barbour, West Virginia, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,West Virginia county level data,,,,,,Verified,,
324400,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Cumberland, Maine, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Magee, D. Flora of New England. Unpublished and undated",,,,,,Verified,,
324673,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"DeKalb, Illinois, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville",,,,,,Verified,,
325050,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Outagamie, Wisconsin, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,University of Wisconsin. Wisconsin vascular plants ( http://wiscinfo.doit.wisc.edu/herbarium/). Wisconsin State Herbarium: University of Wisconsin - Madison,,,,,,Verified,,
325242,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Passaic, New Jersey, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Hough, M.Y. 1978. New Jersey Wild Plants. Harmony Press, Harmony",,,,,,Verified,,
325864,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Ulster, New York, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"New York Flora Association. 1990. Preliminary vouchered atlas of New York State flora, ed. 1. New York State Museum Institute, Albany",,,,,,Verified,,
326931,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Jefferson, Colorado, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Hogan, Tim. Personal communication",,,,,,Verified,,
327337,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Richmond, New York, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Clemants, Steven. Personal communication",,,,,,Verified,,
328574,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Monongalia, West Virginia, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,West Virginia county level data,,,,,,Verified,,
331435,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Tioga, New York, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"New York Flora Association. 1990. Preliminary vouchered atlas of New York State flora, ed. 1. New York State Museum Institute, Albany",,,,,,Verified,,
335031,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Montgomery, Pennsylvania, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Rhoads, A.F., and W.M. Klein, Jr. 1993. The vascular flora of Pennsylvania. Annotated checklist and atlas. American Philosophical Society, Philadelphia",,,,,,Verified,,
338915,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Piscataquis, Maine, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Magee, D. Flora of New England. Unpublished and undated",,,,,,Verified,,
340748,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Susquehanna, Pennsylvania, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"Rhoads, A.F., and W.M. Klein, Jr. 1993. The vascular flora of Pennsylvania. Annotated checklist and atlas. American Philosophical Society, Philadelphia",,,,,,Verified,,
341509,USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Berberis vulgaris,common barberry,Introduced,Detected,Positive,,3/5/2008,3/5/2008,"Schoharie, New York, United States",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"New York Flora Association. 1990. Preliminary vouchered atlas of New York State flora, ed. 1. New York State Museum Institute, Albany",,,,,,Verified,,
